股票简称,股票代码,最新价,涨跌幅,PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
信隆健康,2105,7.88,-1.62,12.57,17.58,4.07,0.0272,1.31,17.43,文教休闲
莱宝高科,2106,11.92,2.41,15.82,19.2,1.84,0.2406,1.11,235.03,电子元件
沃华医药,2107,7.65,0.53,23.79,24.68,5.14,0.2833,4.24,19.23,医药制造
沧州明珠,2108,5.84,6.57,21.67,27.52,2.3,0.2076,2.72,39.06,塑胶制品
兴化股份,2109,4.85,-3,15.72,23.87,1.26,0.1982,2.29,6.75,化工行业
威海广泰,2111,17.46,1.45,16.48,17.41,2.02,0.8409,2.13,11.21,机械行业
三变科技,2112,7.01,-1.13,44.09,44.55,3.47,0.1994,1.32,-24.67,输配电气
*ST天润,2113,1.44,-0.69,8.12,7.82,5.45,0.4798,3.56,89.54,软件服务
科陆电子,2121,4.87,9.93,51.94,37.01,4.92,4.7256,2.19,12.55,仪器仪表
*ST天马,2122,3.08,-0.96,21.11,23.14,2.28,1.1937,5.03,46.51,机械行业
梦网科技,2123,15.21,2.01,107.44,122.01,2.77,3.2428,4.52,38.3,通讯行业
天邦股份,2124,7.08,-0.98,4.39,4.01,1.47,0.0013,1.06,2.68,农牧饲渔
银轮股份,2126,10.84,0.93,25.73,26.7,2.09,22.18,1.22,16.57,汽车行业
中环股份,2129,28.78,0.49,63.34,80.15,4.42,2.9722,3.97,27.74,材料行业
沃尔核材,2130,6.94,2.51,17.17,22.09,2.6,0.1514,1.91,14.18,材料行业
利欧股份,2131,2.34,0.43,3.78,3.31,1.27,0.0017,0.98,79.72,电子信息
恒星科技,2132,3.65,3.69,27.69,37.5,1.62,0.3035,1.49,6.69,金属制品
广宇集团,2133,3.03,-0.98,7.85,7.96,0.64,0.1667,0.41,-2.05,房地产
东南网架,2135,6.36,1.92,20.35,24.29,1.45,20.474,0.66,64.66,工程建设
安纳达,2136,11.91,9.97,35.62,39.33,3.25,0.238,2.01,69.71,化工行业
顺络电子,2138,32.94,8.64,38.77,45.13,5.45,0.7249,6.76,34.64,电子元件
拓邦股份,2139,15,1.49,26.16,34.81,4.97,0.3359,2.86,39.59,仪器仪表
东华科技,2140,7.17,-0.28,17.65,19.74,1.61,1.5284,0.68,4.81,工程建设
宁波银行,2142,42.86,2.1,16.32,17.11,2.38,1.5886,5.92,28.34,银行
中核钛白,2145,13.57,6.1,46.41,58.65,4.56,4.3572,6.76,38.23,化工行业
北纬科技,2148,4.21,0.48,132.74,153.24,2.11,1.2809,14.43,97.92,通讯行业
西部材料,2149,14.6,1.11,57.31,89.76,2.75,1.4014,3.27,-45.29,材料行业
北斗星通,2151,42.76,0.21,129.66,148.14,5.1,3.958,5.67,50.57,航天航空
报喜鸟,2154,4.88,-0.61,12.32,16.21,1.74,0.1298,1.44,7.8,纺织服装
湖南黄金,2155,8.18,-2.27,29.13,43.65,1.89,0.8282,0.65,10.61,贵金属
通富微电,2156,19.97,2.04,52.43,78.42,2.73,0.0286,2.24,11.88,电子元件
正邦科技,2157,13,0.23,8.1,7.12,1.74,0.0398,0.75,14.44,农牧饲渔
汉钟精机,2158,26.28,0.81,34.41,38.71,5.93,0.6321,5.56,26.54,机械行业
悦心健康,2162,6.71,0.75,88.49,100.16,5.6,1.7274,4.47,31.01,玻璃陶瓷
海南发展,2163,19.02,0.9,93.54,102.19,18.36,0.3099,3.57,74.85,玻璃陶瓷
宁波东力,2164,6.17,-1.75,2.21,2.25,5.08,0.0003,2.44,12.85,专用设备
红宝丽,2165,4.82,-0.82,23.71,24.14,1.72,0.548,0.98,-11.61,化工行业
智光电气,2169,9.68,10,5.74,31.8,1.87,0.0209,3.64,17.58,输配电气
芭田股份,2170,3.82,0,42.31,43.78,1.69,0.2002,1.55,11.22,化肥行业
江特电机,2176,7.81,3.17,124.13,930.19,8.12,172.8898,6.5,133.37,机械行业
御银股份,2177,7.88,-2.6,71.41,83.59,3.59,11.159,38.72,96.56,电子信息
中航光电,2179,74.25,-0.87,42.99,56.75,7.81,1.1643,6.87,67.74,电子元件
粤传媒,2181,4.54,-0.87,16.45,16.81,1.23,0.042,10.37,57.07,文化传媒
怡亚通,2183,5.91,1.37,61.85,101.63,2.06,1.3614,0.17,4.63,国际贸易
海得控制,2184,17.3,-2.26,28.87,32.61,3.82,0.188,1.7,21.21,输配电气
华天科技,2185,12.81,1.18,38.11,50.02,3.96,0.2127,3.78,14.28,电子元件
广百股份,2187,8.53,-1.5,18.35,43.13,1.09,0.2232,1.03,8.67,商业百货
中光学,2189,16.34,0.18,24.38,29.15,2.88,0.3446,1.14,212.78,电子元件
融捷股份,2192,69.34,2.6,676.82,855.53,31.5,83.7581,38.41,657.53,电子元件
如意集团,2193,6.21,0,569.96,319.1,0.61,2.6143,2.13,-8.22,纺织服装
九鼎新材,2201,15.4,-1.85,115.75,148.34,5.18,4.9191,2.87,34.72,玻璃陶瓷
金风科技,2202,11.74,0.26,16.31,16.74,1.54,0.4339,0.86,33.79,输配电气
大连重工,2204,3.58,0,84.24,116.5,1.04,4.6469,0.83,5.74,专用设备
合肥城建,2208,7.86,-0.13,7.13,8.23,1.1,0.137,0.89,2.38,房地产
*ST飞马,2210,2.55,-1.54,0.8,0.82,52.06,0.0072,27.09,-186.24,综合行业
宏达新材,2211,4.76,-1.86,40.47,39.07,2.73,0.2589,2.18,-12.18,塑胶制品
大为股份,2213,16,-1.84,338.27,366.48,8.72,0.6478,6.96,-58.78,汽车行业
大立科技,2214,23.68,1.2,31.41,30.32,4.75,0.1643,10.98,-1587.27,安防设备
三全食品,2216,17.16,0.18,21.99,19.65,4.71,0.0775,2.14,15.55,食品饮料
拓日新能,2218,4.31,0.23,32.83,32.15,1.68,0.2568,3.46,12.92,材料行业
东华能源,2221,11.99,-0.66,15.03,16.34,1.87,1.4482,0.73,14.01,石油行业
福晶科技,2222,14.13,-3.48,38.52,42.04,5.41,5.758,10.23,37.94,电子元件
鱼跃医疗,2223,33.11,9.13,18.08,18.87,4.4,0.1191,4.74,16.17,医疗行业
三力士,2224,4.8,-0.83,22.29,20.68,1.52,0.7084,3.82,10.11,塑胶制品
濮耐股份,2225,4.38,-0.45,14.64,14.74,1.46,0.7552,1.05,15.43,材料行业
江南化工,2226,5.03,-1.18,15.84,19.68,1.36,1.4872,2.03,10.17,化工行业
奥特迅,2227,16.79,5.46,370.82,586.53,4.53,1.4243,11.15,97.78,输配电气
合兴包装,2228,3.79,0.26,14.93,16.18,1.35,1.7114,0.34,18.16,包装材料
科大讯飞,2230,58.95,0.24,80.21,96.14,10.21,0.8844,9.29,70.9,软件服务
启明信息,2232,10.43,0,33.3,33.64,3.26,0.9146,2.68,25.91,软件服务
塔牌集团,2233,10.95,-0.64,7.21,7.33,1.22,2.9656,1.73,5.15,水泥建材
大华股份,2236,22.19,0.05,16.9,17.03,3.21,0.7992,2.37,15.59,安防设备
恒邦股份,2237,11.9,-1,33.17,37.3,1.79,1.2247,0.34,29.65,贵金属
盛新锂能,2240,33.35,9.99,132.71,920.08,7.51,2.8797,12,-105.67,材料行业
歌尔股份,2241,37.82,-2.95,36.71,45.37,5.48,0.2434,1.98,15.84,电子元件
九阳股份,2242,33.2,0.7,26.17,27.09,5.7,1.6819,2.17,15.1,家电行业
力合科创,2243,9.43,0.43,19.34,19.41,1.94,1.6352,5.01,-44.8,包装材料
滨江集团,2244,4.45,-1.55,5.66,5.95,0.74,0.0944,0.43,-11.09,房地产
蔚蓝锂芯,2245,14.2,1.94,34.39,52.92,4.77,0.1793,2.93,28.29,交运物流
聚力文化,2247,2.68,9.84,11.27,13.75,3.67,1.0096,2.07,10.51,文化传媒
上海莱士,2252,7.41,-0.4,34.71,37.73,1.95,0.2444,17.32,52.66,医药制造
川大智胜,2253,13.25,-0.75,42.9,44.36,2.08,1.2789,8.07,50.42,软件服务
泰和新材,2254,19.36,0.26,34.38,50.83,3.64,1.5165,4.56,13.82,化纤行业
海陆重工,2255,4.67,1.08,4.74,4.98,1.34,0.0525,1.81,14.98,机械行业
*ST兆新,2256,3.05,5.17,121.79,103.18,3.51,6.5636,13.74,84.33,输配电气
利尔化学,2258,24.1,-1.19,16.87,20.65,3.25,0.1405,2.31,13.34,农药兽药
*ST升达,2259,3.4,1.19,16.6,24.31,33.17,1.6848,2.26,15.25,公用事业
拓维信息,2261,8.1,-0.25,178.9,186.46,3.49,0.7784,5.64,129.64,软件服务
恩华药业,2262,15.17,-1.49,20.15,20.97,3.56,1.9983,4.33,12.03,医药制造
大东南,2263,2.87,3.24,24.74,30.47,2.2,0.0719,3.34,16.13,包装材料
新华都,2264,4.47,-1.76,18.82,16.82,2.8,0.3371,0.55,30.02,商业百货
浙富控股,2266,5.02,-0.2,14.69,19.79,3.27,0.0087,2.65,98.73,机械行业
卫士通,2268,19.67,1.65,75.3,103.13,3.52,16.1678,6.38,62.31,软件服务
华明装备,2270,4.64,-0.64,22.52,12.18,1.33,0.2641,2.42,8.49,专用设备
东方雨虹,2271,57.5,-0.86,40.83,42.82,6.33,0.5099,5.89,39.52,水泥建材
川润股份,2272,5.49,-2.14,27.47,36.85,1.7,61.3977,1.66,-17.71,机械行业
华昌化工,2274,8.53,-1.5,16.58,44.48,2.63,0.234,1.17,7.71,化肥行业
万马股份,2276,6.48,0.62,24.63,30.08,1.53,25.1143,0.65,23.62,输配电气
联络互动,2280,6.66,-5.93,109.72,151.91,7.4,37.4901,0.81,16.61,软件服务
光迅科技,2281,24.25,-0.82,27.08,34.71,3.23,0.7371,2.48,17.25,通讯行业
博深股份,2282,10.58,0.95,34.64,43.28,1.76,0.318,3.96,22.73,机械行业
天润工业,2283,5.81,0.87,11.14,12.99,1.27,0.2221,1.3,9.89,汽车行业
亚太股份,2284,7.34,0.55,85.53,330.96,2.17,2.6548,1.65,9.78,汽车行业
保龄宝,2286,11.32,0.35,93.58,83.83,2.6,2.2061,1.89,14.82,食品饮料
奇正藏药,2287,26.79,1.71,30.86,35.02,5.49,2.7643,8.61,290.32,医药制造
禾盛新材,2290,8.89,0.11,26.83,39.17,4.53,3.6916,1.07,-73.78,材料行业
星期六,2291,21.28,-2.74,190.95,651.42,4.68,6.3715,6.83,332.96,纺织服装
罗莱生活,2293,14.18,0.14,16.85,20.06,2.62,2.2237,2.2,15.01,纺织服装
辉煌科技,2296,6.64,-0.9,25.67,30.35,1.64,0.8431,3.76,11.11,通讯行业
博云新材,2297,7.47,3.03,105.37,156.5,2.53,5.8822,8.93,35.22,材料行业
中电兴发,2298,7.03,0,16.98,17.36,1.15,4.1494,1.74,1626.61,软件服务
西部建设,2302,8.24,-0.12,10.48,13.26,1.31,0.4995,0.41,27.08,水泥建材
洋河股份,2304,229.95,2.05,47.19,46.31,8.18,34.77,15.5,47.95,酿酒行业
南国置业,2305,2.07,-0.96,54.14,175.92,0.92,19.2914,0.87,0.94,房地产
北新路桥,2307,4.67,-0.64,95.44,102.49,1.96,31.1934,0.45,-9.19,工程建设
威创股份,2308,4.42,-0.23,239.9,111.9,1.73,68.674,5.87,100.71,电子元件
海大集团,2311,80.19,0.34,45.52,52.8,9.51,0.7863,2.03,-1564.38,农牧饲渔
川发龙蟒,2312,7.56,-0.26,17.29,19.94,2.25,0.0302,2.47,25.96,化工行业
南山控股,2314,3.47,-1.42,7.2,7.22,1,0.0043,0.83,4.06,房地产
焦点科技,2315,19.74,1.44,28.29,34.78,2.63,1.4194,4.81,10.94,电子信息
久立特材,2318,11.75,-0.76,13.76,14.88,2.38,0.2173,2.11,8.39,钢铁行业
乐通股份,2319,13.6,-1.23,259.33,372.1,19.48,95.8473,8.02,130.19,化工行业
海峡股份,2320,5.83,0.52,44.73,52.1,3.2,3.4336,11.38,26.65,港口水运
普利特,2324,12.84,2.47,31.19,32.9,4.69,0.2356,2.71,21.14,塑胶制品
富安娜,2327,8.9,-1.22,13.81,14.25,2.03,7.572,2.46,8.6,纺织服装
新朋股份,2328,4.61,0.22,22.49,24.6,1.35,0.518,0.77,17.7,机械行业
得利斯,2330,5.58,-0.53,94.19,96.25,2.04,0.3434,0.89,113.32,食品饮料
仙琚制药,2332,13.51,2.19,24.4,26.49,2.95,1.0077,3.13,17.62,医疗行业
罗普斯金,2333,5.97,0.34,73.82,144.97,2.17,0.1974,3.82,-38.02,水泥建材
英威腾,2334,5.35,0.38,23.93,29.72,2.28,0.1987,1.59,10.38,输配电气
科华数据,2335,16.61,0.67,17.1,20.08,2.3,0.1756,1.72,13.36,输配电气
奥普光电,2338,18.92,1.99,79.97,87.11,5,9.9538,8.94,209.63,仪器仪表
积成电子,2339,5.94,0,33.78,51.74,1.69,3.0251,1.4,52.46,软件服务
巨力索具,2342,5.32,9.92,151.24,154.03,2.07,1.0619,2.16,53.91,金属制品
柘中股份,2346,13.88,9.98,27.65,39.38,2.91,0.0711,9.55,30.72,输配电气
泰尔股份,2347,4.29,0.23,56.45,72.55,1.68,7.7405,2.21,10.98,机械行业
精华制药,2349,4.7,0.21,34.54,35.39,1.81,0.1919,3,11.31,医药制造
漫步者,2351,15.09,0.07,43.98,48.59,6.26,0.2898,6.23,51.49,电子信息
顺丰控股,2352,75.73,1.51,63.55,47.1,6.13,2.3283,2.12,42.26,交运物流
杰瑞股份,2353,40.74,0.17,22.34,23.09,3.43,0.8568,4.66,72.41,石油行业
天神娱乐,2354,3.84,0,26.35,41.76,2.28,1.5108,6.01,168.37,软件服务
同德化工,2360,7.3,-1.22,17,18.98,2.31,20.7701,2.79,12.66,化工行业
汉王科技,2362,18.33,0.22,37.52,43.09,2.96,0.1626,2.63,246.44,软件服务
中恒电气,2364,8.18,0.12,35.99,54.21,2.06,4.3068,2.87,-73.2,输配电气
永安药业,2365,10.62,-4.15,28.85,29.65,1.77,2.1197,2.47,16.43,医药制造
康力电梯,2367,9.07,-0.55,13.44,14.91,2.35,0.1248,1.56,10.89,机械行业
太极股份,2368,20.81,-1.05,32.22,32.72,3.6,2.9647,1.38,663.88,软件服务
亚太药业,2370,4.24,-1.4,80.85,83.42,5.26,59.464,5.11,183.83,医药制造
北方华创,2371,209,2.48,177.87,193.25,15.14,1.8697,15.86,78.34,电子元件
伟星新材,2372,23.55,2.97,30.75,31.44,8.39,1.2413,6.9,23.19,水泥建材
千方科技,2373,16.91,10.02,24.17,24.73,2.23,3.8922,2.8,28.26,软件服务
章源钨业,2378,10.23,-3.31,101.88,254.31,5.57,4.3048,4.38,18.17,有色金属
科远智慧,2380,12.99,0.08,24.31,24.01,1.39,12.5794,3.43,17.06,电子信息
双箭股份,2381,8.4,-0.83,10.81,10.96,1.71,0.3739,1.83,9.52,塑胶制品
蓝帆医疗,2382,20.12,0.55,6.32,11.98,1.69,0.0279,2.08,4.53,医疗行业
东山精密,2384,18.68,2.02,20.38,20.87,2.4,0.0871,1.05,12.78,金属制品
大北农,2385,8.32,0.85,18.32,17.62,3.03,0.0564,1.32,22.44,农牧饲渔
天原股份,2386,10.75,0,32.9,72.44,1.62,0.0927,0.37,9.06,化工行业
维信诺,2387,8.76,2.34,3335.42,58.85,0.81,7.3357,3.29,6.62,电子元件
新亚制程,2388,5.27,0.76,35.71,37.87,2.17,0.7572,1.2,352.23,电子信息
航天彩虹,2389,21.24,2.16,69.83,73.35,3.03,3.2878,6.56,41.81,电子元件
北京利尔,2392,4.35,1.4,11.07,11.43,1.22,1.3025,1.15,-70.88,材料行业
联发股份,2394,8.28,-0.36,7.37,5.85,0.74,0.4016,0.7,8.28,纺织服装
双象股份,2395,12.51,-0.24,56.48,79.53,3.67,1.0744,2.34,63.77,塑胶制品
中远海科,2401,11.24,-1.92,22.9,18.08,2.95,0.2185,2.1,9.24,软件服务
和而泰,2402,21.96,1.29,45.4,50.68,6.58,1.2752,3.86,57.73,电子元件
嘉欣丝绸,2404,6.82,-5.28,24.87,20.23,2.19,1.0357,1.44,25.42,纺织服装
远东传动,2406,6.11,-0.81,10.66,11.75,1.15,0.5701,1.54,20.12,机械行业
多氟多,2407,35.38,10.01,175.3,507.09,8.15,16.3075,5.29,611.86,化工行业
齐翔腾达,2408,11.11,2.78,14.82,21.94,2.07,0.2344,0.75,13.06,化工行业
雅克科技,2409,72.27,2.66,79.9,80.96,6.94,1.8934,12.29,147.84,化工行业
广联达,2410,68.62,-0.87,230.05,246.54,12.34,5.2547,19,45.93,软件服务
雷科防务,2413,6.4,-0.78,46.71,47.46,1.75,1.547,6.36,-58.72,电子信息
高德红外,2414,26.03,1.36,56.53,61.03,13.3,0.1249,17.26,7522.69,安防设备
海康威视,2415,61.12,1.19,40.62,42.66,10.21,4.9767,8.39,31.63,安防设备
爱施德,2416,8.22,1.61,13.99,14.54,1.83,0.0995,0.14,9.59,商业百货
深南股份,2417,6.56,0.61,189.4,105.32,7,2.995,3.81,63.16,软件服务
*ST康盛,2418,2.79,0,42.74,150.08,2.17,8.1073,1.23,19.12,金属制品
达实智能,2421,3.91,-4.4,21.8,23.87,2.39,0.0941,2.22,27.77,软件服务
中粮资本,2423,9.22,-0.86,19.99,20.16,1.23,0.2759,1.31,2.55,多元金融
胜利精密,2426,3.34,1.52,175.72,29.69,2.52,8.4451,1.31,38.57,金属制品
云南锗业,2428,11.18,-0.71,197.75,322.63,4.96,2.4862,11.82,31.25,有色金属
兆驰股份,2429,5.51,0.36,12.3,14.15,2.1,0.1985,1.09,-82.07,家电行业
杭氧股份,2430,32.75,0.49,31.24,37.47,4.74,0.8487,2.99,28.55,专用设备
棕榈股份,2431,2.96,-0.67,34.68,99.49,1,5.6094,0.9,7.14,园林工程
九安医疗,2432,8.11,2.01,16.56,16.02,1.74,0.1315,1.91,10.59,医疗行业
万里扬,2434,7.73,-0.51,15.54,16.78,1.52,0.2608,1.63,14.22,汽车行业
长江健康,2435,6.55,-1.5,28.17,29.86,1.54,0.2128,1.9,42.69,医药制造
兴森科技,2436,10.2,2.2,26,29.1,4.73,0.3285,3.58,49.39,电子元件
江苏神通,2438,10.9,-2.07,21.97,24.51,2.38,0.806,3.04,26.9,机械行业
启明星辰,2439,30.05,0,34.72,34.89,4.73,1.6944,7.15,37.12,软件服务
众业达,2441,7.55,-0.66,13.78,15.75,0.99,0.8995,0.35,12.65,输配电气
龙星化工,2442,6.11,-0.65,18.77,37.86,2.1,0.0131,1.11,11,化工行业
金洲管道,2443,6.32,-0.78,5.31,5.63,1.12,0.0474,0.59,18.02,金属制品
巨星科技,2444,32.99,-1.35,26.47,27.94,3.82,0.4866,4.1,53.51,金属制品
*ST中南,2445,2.8,3.32,13.67,51.02,3.53,1.9758,16.04,-207.45,机械行业
盛路通信,2446,5.97,-1.32,24.94,29.95,1.76,0.7872,4.76,94.77,通讯行业
中原内配,2448,5.85,-1.02,20.04,23.58,1.24,0.1715,1.65,22.75,汽车行业
摩恩电气,2451,6.89,-1.57,155.45,405.57,4.28,5.0176,5.41,-56.8,输配电气
长高集团,2452,5.41,-1.28,12.97,13.57,1.94,0.2907,1.78,11.61,输配电气
华软科技,2453,5.78,-0.17,79.81,134.81,2.82,6.9923,1.44,26.56,软件服务
松芝股份,2454,5.23,-0.76,12.02,13.31,0.9,0.1818,0.87,8.13,汽车行业
百川股份,2455,6.81,2.25,29.85,53.42,2.61,5.3229,1.33,51.33,化工行业
青龙管业,2457,8.98,-1.75,14.46,17.96,1.43,1.1224,1.36,-34.87,水泥建材
晶澳科技,2459,33.77,-1.31,39.12,35.77,3.64,2.3571,1.91,34.49,专用设备
赣锋锂业,2460,128.95,1.54,120,174.86,15.68,0.2261,29.6,268.24,有色金属
珠江啤酒,2461,12.18,2.18,43.56,47.35,3,2.9069,6.03,35.07,酿酒行业
沪电股份,2463,15.26,1.6,19.5,19.6,4.01,1.6756,3.45,18.17,电子元件
海格通信,2465,9.9,-0.2,37.87,38.96,2.29,2.7375,4.38,15.09,通讯行业
二六三,2467,4.44,-1.33,22.17,17.41,2.6,0.3069,6.41,27.13,电信运营
三维化学,2469,5.48,-1.44,8.44,9.53,1.58,0.005,3.29,9.55,工程建设
中超控股,2471,2.99,0.34,61.21,343.34,2.72,25.1512,0.68,28.46,输配电气
双环传动,2472,12.41,-1.19,67.83,166.3,2.47,0.2752,2,14.26,机械行业
立讯精密,2475,38.35,-0.47,35.53,37.34,9.34,0.6005,2.78,43.4,电子元件
双塔食品,2481,13.27,-1.34,43.24,46.8,5.89,0.43,8.01,29.61,食品饮料
润邦股份,2483,4.75,-0.84,13.26,17.48,1.11,0.1424,1.13,19.08,机械行业
江海股份,2484,12.85,1.18,25.55,28.39,2.65,0.3637,3.61,35.03,电子元件
大金重工,2487,7.34,-2.26,8.3,8.77,1.64,0.0405,1.16,11.95,金属制品
浙江永强,2489,3.59,0,17.84,14.73,1.98,3.4932,1.38,34.31,木业家具
通鼎互联,2491,3.9,0,69.3,111.88,1.74,34.189,1.38,12.76,通讯行业
恒基达鑫,2492,5.54,-1.25,17.07,22.18,1.6,0.1495,5.49,13.17,交运物流
荣盛石化,2493,17.94,-2.18,20.87,24.85,4.59,0.0743,1.5,7.31,化纤行业
佳隆股份,2495,2.41,-0.41,93.9,231.29,1.88,0.0774,8.22,36.88,食品饮料
雅化集团,2497,26.69,5.74,77.7,94.99,5.67,0.11,8.43,70,化工行业
汉缆股份,2498,3.66,0,19.84,20.87,2.09,0.5729,1.7,10.94,输配电气
*ST科林,2499,5.69,0.18,83.89,109.97,22.07,7.8777,26.2,22.78,输配电气
山西证券,2500,7.01,1.01,37.76,33.51,1.48,0.7658,8.37,-18.03,券商信托
*ST利源,2501,2.3,-0.86,1.59,1.66,3.98,0.0192,59.1,-35.33,有色金属
鼎龙文化,2502,4.35,-5.02,429.99,111.26,2.84,103.4283,10.44,-49.58,综合行业
涪陵榨菜,2507,39.9,-1.99,43.47,45.57,9.8,1.3795,14.17,55.61,食品饮料
老板电器,2508,45.35,0.51,24.25,25.91,5.12,5.3252,4.91,22.32,家电行业
中顺洁柔,2511,34.02,-1.25,44.91,49.25,8.73,0.8301,5.41,53.59,造纸印刷
*ST蓝丰,2513,5.21,4.2,56.3,119.53,1.53,19.6888,1.23,9.4,农药兽药
金字火腿,2515,4.97,-0.8,68.92,81.99,3.51,1.1894,6.32,-52.4,食品饮料
旷达科技,2516,3.75,-0.27,25.5,26.29,1.6,0.8652,3.4,31.58,纺织服装
恺英网络,2517,4.52,1.12,32.74,54.68,3.3,3.03,6.2,209.79,电子信息
银河电子,2519,3.95,2.07,24.81,26.14,1.55,2.0218,2.72,13.6,家电行业
齐峰新材,2521,7.04,0.72,14.77,21.78,0.98,0.6346,1.09,16.22,造纸印刷
浙江众成,2522,6.11,2.52,29.36,32.63,2.82,0.1254,3.51,14.37,包装材料
光正眼科,2524,13.32,0.3,99.2,161.47,19.76,0.9868,6.74,47.09,医疗行业
新时达,2527,7.39,-1.2,35.7,52.82,1.74,0.4919,1.09,15.45,机械行业
*ST海源,2529,7.14,-2.33,1777.82,56.48,2.17,247.9219,6.02,33.46,专用设备
天顺风能,2531,8.31,-0.84,10.59,14.27,2.07,0.251,1.74,15.98,输配电气
天山铝业,2532,10.75,-3.15,19.79,26.15,2.49,0.0051,1.7,52.83,金属制品
金杯电工,2533,5.09,-0.59,11.63,14.95,1.09,0.4076,0.4,-12.43,输配电气
杭锅股份,2534,13.32,1.29,18.77,19.1,2.85,0.4567,1.82,28.54,机械行业
*ST林重,2535,1.75,-0.57,38.77,37.65,1.76,20.2925,1.58,-196.2,机械行业
飞龙股份,2536,8.78,-9.95,25.35,35.36,1.96,0.1933,1.51,419.49,汽车行业
海联金汇,2537,5.71,-1.55,27.07,33.16,1.75,3.0577,1.03,15.64,综合行业
司尔特,2538,6.25,0.16,13.83,15.22,1.12,0.4704,1.21,12.95,化肥行业
云图控股,2539,8.55,-1.84,13.91,17.32,2.39,0.0835,0.87,12.93,化肥行业
鸿路钢构,2541,52.4,-2.38,29.2,34.34,4.72,0.6157,1.79,-190.8,水泥建材
万和电气,2543,7.9,0.13,9.21,9.61,1.39,3.9628,0.84,6.97,家电行业
杰赛科技,2544,12.46,0.56,53.35,88.43,2.41,0.1902,1.26,22.7,通讯行业
东方铁塔,2545,7.62,2.7,30.52,30.69,1.22,20.2275,3.61,-68.13,金属制品
新联电子,2546,3.75,1.08,17.02,17.05,0.98,1.6943,5.63,18.47,输配电气
尚荣医疗,2551,5.73,-0.69,27.12,28.99,1.54,0.1271,1.91,8.48,医疗行业
南方轴承,2553,9.47,-0.21,8.3,8.38,3.09,0.0015,6.54,36.64,汽车行业
三七互娱,2555,24.6,1.23,25.39,19.76,6.01,0.8484,3.93,29.54,电子信息
辉隆股份,2556,11.7,1.39,32.24,49.1,3.08,2.1578,0.68,-194.36,农牧饲渔
洽洽食品,2557,51.57,1.08,30.62,32.47,6.12,0.8345,4.74,41.24,食品饮料
巨人网络,2558,14,0.72,27.44,27.54,2.95,0.9836,13.55,33.43,文教休闲
亚威股份,2559,6.2,-2.67,22.58,25.45,1.97,0.4464,1.96,24.11,机械行业
通达股份,2560,5.45,-1.27,33.72,23.06,1.23,1.4077,1.44,17.64,输配电气
顺灏股份,2565,4.12,0,258.04,557.78,2.24,84.0693,2.45,16.05,包装材料
益盛药业,2566,8.02,-0.37,30.74,33.15,1.31,6.4132,3.05,13.2,医药制造
唐人神,2567,6.8,0.3,8.07,8.63,1.15,0.0179,0.41,7.47,农牧饲渔
百润股份,2568,119.98,2.36,106.31,120.06,19.21,1.1534,30.53,69.93,酿酒行业
德力股份,2571,6.87,-2.41,136.94,523.44,1.85,12.7896,3.07,70.16,玻璃陶瓷
索菲亚,2572,28.03,0.47,19.28,21.45,4.09,1.6001,2.74,23.18,木业家具
*ST群兴,2575,4.25,4.94,58.97,107.46,3.26,1.5762,28.35,150.97,文教休闲
通达动力,2576,10.54,0,15.51,19.49,1.73,0.073,1.05,-2006.01,输配电气
雷柏科技,2577,11.6,1.67,61.12,70.55,3.05,1.3165,6.42,311.35,电子信息
闽发铝业,2578,3.39,-1.17,48.69,53.33,2.31,1.5723,2,34.81,有色金属
中京电子,2579,12.37,-0.64,33.99,38.79,2.38,3.4354,2.46,18.12,电子元件
圣阳股份,2580,6.85,3.95,96.2,108.53,1.81,4.4641,1.64,23.65,输配电气
好想你,2582,10.2,-2.76,2.43,2.44,0.98,0.0025,3.39,26.45,食品饮料
西陇科学,2584,6.06,0.17,45.64,62.36,1.75,0.9916,0.54,9.26,化工行业
双星新材,2585,16.23,1.44,20.64,26.04,2.21,0.0446,3.5,15.97,包装材料
史丹利,2588,5.13,0,18.17,20.63,1.25,0.0742,1,6.25,化肥行业
瑞康医药,2589,4.74,0.42,28.64,27.3,0.95,1.0242,0.26,20.93,医药制造
比亚迪,2594,189.4,2.99,124.32,127.98,6.72,0.6249,3.05,13.35,汽车行业
豪迈科技,2595,29.76,0.44,22.5,23.64,3.95,1.3512,4.21,-42.75,汽车行业
海南瑞泽,2596,5.15,-0.39,100.04,142.63,1.88,9.6004,1.88,63.14,水泥建材
山东章鼓,2598,6.74,0.9,23.92,25.78,2.34,2.8863,1.67,100.2,机械行业
领益智造,2600,8.38,-0.71,22.19,26.09,3.95,0.6165,2.03,30.49,电子元件
世纪华通,2602,6.9,0.44,18.85,17.45,1.74,0.6023,3.39,17.88,电子信息
以岭药业,2603,29.07,0.07,23.84,28.46,3.62,0.203,3.43,193.96,医药制造
姚记科技,2605,24.07,1.95,15.41,8.86,4.33,0.0685,3.22,16.89,文教休闲
大连电瓷,2606,7.31,-0.54,18.53,30.25,2.48,0.1453,3.05,43.93,输配电气
中公教育,2607,26.76,5.4,70.87,71.62,37.37,2.4057,13.73,79.67,文教休闲
捷顺科技,2609,10.07,0.8,38.04,40.59,2.94,2.6089,4.51,34.49,电子信息
爱康科技,2610,2.36,-0.84,485.99,479.13,2.58,358.0618,3.83,16.02,金属制品
